track_id,track_name,artist_name,album_name,genre,song_version,language,lyricist,composer,release_year,track_no,bitrate,emotion_tag,song_likes,song_comments,user_id,user_city,user_gender,age_range,member_level,register_time,play_time,platform,play_duration,track_total_duration,is_skipped,is_repeat,is_collected,play_source
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701863,武汉,女,18-22,普通会员,2025-02-11,2025-12-07 13:10:54,手机端（iOS）,101,193,0,0,1,好友推荐
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701975,南京,女,30+,普通会员,2025-07-19,2025-12-01 07:14:17,手机端（iOS）,256,267,0,0,0,主动搜索
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701600,北京,男,23-25,普通会员,2025-06-22,2025-12-10 07:38:52,手机端（iOS）,200,220,0,0,0,系统推送
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701422,上海,男,23-25,普通会员,2025-02-08,2025-12-20 22:19:26,手机端（Android）,261,287,0,0,0,主动搜索
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701671,重庆,男,18-22,普通会员,2024-12-04,2025-12-01 21:19:52,手机端（Android）,220,280,0,0,0,系统推送
900005,恋人,李荣浩,恋人专辑,流行,录音室版,中文,李荣浩,李荣浩,2025,2,320,抒情,762000,25600,20230701366,武汉,男,18-22,普通会员,2025-11-04,2025-12-13 08:41:37,手机端（iOS）,174,211,0,0,0,系统推送
900005,恋人,李荣浩,恋人专辑,流行,录音室版,中文,李荣浩,李荣浩,2025,2,320,抒情,762000,25600,20230701925,杭州,男,26-30,白银会员,2025-01-25,2025-12-21 07:50:39,平板端,152,286,0,1,1,系统推送
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701946,上海,男,18-22,普通会员,2025-09-27,2025-12-22 20:54:33,手机端（Android）,203,259,0,0,1,好友推荐
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701733,成都,男,18-22,普通会员,2025-08-21,2025-12-24 13:02:04,手机端（iOS）,178,292,0,0,0,系统推送
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701478,武汉,女,18-22,普通会员,2025-03-17,2025-12-12 22:39:38,手机端（Android）,121,231,0,0,0,系统推送
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701394,重庆,男,18-22,普通会员,2025-02-27,2025-12-04 21:16:10,手机端（iOS）,228,230,0,0,0,好友推荐
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701213,上海,未知,23-25,普通会员,2025-02-24,2025-12-17 14:09:13,PC端,98,227,0,0,0,歌单播放
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701930,杭州,男,18-22,普通会员,2025-05-30,2025-12-15 07:49:48,手机端（iOS）,181,292,0,0,0,系统推送
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701093,成都,男,23-25,普通会员,2025-09-16,2025-12-03 20:44:19,PC端,181,210,0,0,0,歌单播放
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701519,深圳,未知,18-22,普通会员,2025-10-31,2025-12-04 20:23:01,手机端（iOS）,201,253,0,0,1,好友推荐
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701879,北京,男,26-30,普通会员,2025-05-30,2025-12-19 08:19:55,手机端（iOS）,157,263,0,0,0,歌单播放
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701520,重庆,女,26-30,普通会员,2025-08-07,2025-12-06 13:33:25,PC端,151,223,0,0,0,系统推送
900005,恋人,李荣浩,恋人专辑,流行,录音室版,中文,李荣浩,李荣浩,2025,2,320,抒情,762000,25600,20230701491,广州,男,23-25,普通会员,2025-10-21,2025-12-13 21:32:55,手机端（iOS）,184,237,0,0,1,系统推送
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701466,武汉,未知,26-30,普通会员,2025-07-13,2025-12-04 07:48:28,手机端（Android）,217,271,0,0,0,系统推送
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701685,西安,女,23-25,普通会员,2025-10-23,2025-12-03 12:56:55,手机端（Android）,198,262,0,0,0,系统推送
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701979,上海,男,18-22,普通会员,2024-12-28,2025-12-21 22:45:56,手机端（iOS）,111,196,0,0,1,主动搜索
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701640,成都,女,18-22,普通会员,2025-01-24,2025-12-07 21:08:46,手机端（iOS）,186,243,0,1,0,歌单播放
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701263,西安,男,26-30,普通会员,2024-12-28,2025-12-04 08:14:02,手机端（iOS）,180,239,0,0,0,主动搜索
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701199,重庆,男,30+,普通会员,2025-05-12,2025-12-11 07:31:54,手机端（iOS）,173,238,0,1,1,歌单播放
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701509,上海,男,18-22,普通会员,2025-07-04,2025-12-16 08:27:52,手机端（Android）,152,270,0,0,0,好友推荐
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701969,杭州,未知,18-22,普通会员,2025-11-23,2025-12-11 07:06:16,PC端,114,287,0,0,0,系统推送
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701611,重庆,男,18-22,普通会员,2025-11-10,2025-12-17 13:39:46,手机端（Android）,133,219,0,0,0,系统推送
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701946,上海,男,18-22,普通会员,2025-01-11,2025-12-17 21:49:26,平板端,154,249,0,1,0,系统推送
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701940,武汉,女,18-22,普通会员,2025-09-13,2025-12-24 07:01:18,手机端（Android）,220,285,0,0,0,系统推送
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701242,广州,女,18-22,钻石会员,2025-02-22,2025-12-19 20:45:55,手机端（iOS）,127,236,0,1,0,系统推送
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701840,北京,未知,30+,普通会员,2025-05-11,2025-12-05 20:44:47,手机端（Android）,132,243,0,0,0,系统推送
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701196,深圳,女,18-22,普通会员,2025-07-27,2025-12-14 16:58:19,手机端（iOS）,164,282,0,0,0,好友推荐
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701717,杭州,男,18-22,黄金会员,2025-08-27,2025-12-01 09:19:13,手机端（iOS）,123,190,0,1,0,主动搜索
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701848,杭州,男,18-22,普通会员,2024-12-27,2025-12-20 09:51:13,手机端（iOS）,103,201,0,1,0,系统推送
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701742,成都,女,23-25,普通会员,2025-02-14,2025-12-22 21:39:08,手机端（iOS）,105,199,0,1,1,系统推送
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701485,北京,未知,23-25,普通会员,2025-03-17,2025-12-10 20:10:41,手机端（iOS）,213,263,0,1,0,主动搜索
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701080,武汉,女,18-22,普通会员,2025-05-29,2025-12-08 07:23:41,手机端（iOS）,180,275,0,0,0,歌单播放
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701051,西安,男,18-22,普通会员,2025-08-04,2025-12-25 12:33:33,平板端,100,248,0,1,0,系统推送
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701007,广州,未知,18-22,普通会员,2025-01-23,2025-12-23 22:03:08,PC端,215,252,0,0,0,好友推荐
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701193,南京,未知,18-22,黄金会员,2025-01-25,2025-12-24 21:50:24,手机端（Android）,106,203,0,0,0,主动搜索
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701239,上海,未知,18-22,普通会员,2025-01-20,2025-12-25 12:05:22,手机端（iOS）,223,262,0,0,0,主动搜索
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701947,重庆,男,18-22,普通会员,2025-04-22,2025-12-08 07:47:16,手机端（iOS）,194,268,0,0,0,好友推荐
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701971,南京,女,23-25,普通会员,2025-10-01,2025-12-10 16:26:58,手机端（iOS）,109,212,0,0,0,好友推荐
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701031,上海,男,23-25,普通会员,2025-04-22,2025-12-15 09:38:33,手机端（iOS）,110,208,0,0,0,系统推送
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701647,成都,女,18-22,普通会员,2025-07-08,2025-12-08 20:09:09,手机端（Android）,161,202,0,0,0,好友推荐
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701721,成都,女,26-30,普通会员,2025-04-16,2025-12-03 07:58:17,手机端（iOS）,103,195,0,0,1,歌单播放
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701219,南京,女,30+,普通会员,2025-04-22,2025-12-22 07:04:41,PC端,197,221,0,0,0,歌单播放
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701044,上海,女,18-22,普通会员,2025-08-17,2025-12-08 07:28:01,手机端（iOS）,190,216,0,0,1,系统推送
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701593,深圳,未知,23-25,普通会员,2025-11-30,2025-12-12 20:40:47,手机端（Android）,192,241,0,0,0,系统推送
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701851,广州,女,30+,普通会员,2025-05-23,2025-12-19 09:06:16,手机端（iOS）,258,289,0,1,1,主动搜索
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701350,深圳,男,18-22,普通会员,2025-09-03,2025-12-10 21:25:50,手机端（Android）,227,297,0,0,0,主动搜索
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701969,深圳,女,18-22,普通会员,2024-12-03,2025-12-09 22:32:18,手机端（iOS）,133,240,0,0,1,好友推荐
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701964,深圳,女,23-25,普通会员,2025-02-27,2025-12-14 21:59:02,手机端（Android）,79,190,0,0,0,好友推荐
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701541,广州,男,23-25,普通会员,2025-09-30,2025-12-09 08:29:44,手机端（iOS）,127,287,0,0,1,系统推送
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701595,西安,男,18-22,普通会员,2025-10-01,2025-12-14 07:37:43,手机端（iOS）,86,188,0,0,0,主动搜索
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701291,成都,男,23-25,普通会员,2025-08-25,2025-12-03 09:17:30,手机端（iOS）,107,225,0,0,1,好友推荐
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701826,武汉,女,18-22,白银会员,2025-10-26,2025-12-05 09:30:08,手机端（Android）,205,224,0,0,0,系统推送
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701996,重庆,男,18-22,普通会员,2024-12-14,2025-12-21 08:13:58,PC端,197,238,0,0,0,歌单播放
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701590,上海,男,23-25,白银会员,2025-01-01,2025-12-10 08:46:16,手机端（iOS）,111,193,0,0,0,系统推送
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701955,深圳,未知,23-25,白银会员,2025-04-27,2025-12-24 07:56:29,手机端（Android）,129,196,0,1,0,主动搜索
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701744,成都,男,23-25,普通会员,2025-01-13,2025-12-02 08:09:01,手机端（Android）,227,230,0,0,0,歌单播放
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701385,西安,女,18-22,普通会员,2025-01-17,2025-12-21 14:06:10,手机端（iOS）,148,199,0,1,0,歌单播放
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701295,杭州,男,18-22,普通会员,2025-10-25,2025-12-03 07:23:48,手机端（Android）,142,222,0,1,1,系统推送
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701748,成都,男,18-22,白银会员,2025-09-10,2025-12-04 14:07:18,手机端（iOS）,185,220,0,0,0,系统推送
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701096,武汉,男,18-22,普通会员,2025-04-05,2025-12-09 22:01:05,手机端（iOS）,184,194,0,1,0,好友推荐
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701090,上海,女,18-22,普通会员,2025-01-27,2025-12-04 07:53:19,手机端（Android）,127,183,0,0,0,系统推送
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701939,北京,男,18-22,普通会员,2025-09-22,2025-12-09 12:40:37,手机端（iOS）,171,280,0,1,0,主动搜索
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701792,上海,女,18-22,普通会员,2025-05-09,2025-12-10 08:07:28,手机端（Android）,167,283,0,0,0,系统推送
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701849,重庆,男,18-22,普通会员,2025-10-01,2025-12-11 20:01:42,手机端（Android）,158,209,0,1,0,系统推送
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701916,重庆,男,18-22,白银会员,2025-11-14,2025-12-10 20:24:54,PC端,239,295,0,0,0,主动搜索
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701903,上海,女,18-22,普通会员,2025-08-07,2025-12-03 20:07:18,手机端（Android）,141,295,0,1,0,系统推送
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701755,西安,女,18-22,普通会员,2025-05-08,2025-12-12 20:44:53,平板端,102,228,0,1,0,好友推荐
900005,恋人,李荣浩,恋人专辑,流行,录音室版,中文,李荣浩,李荣浩,2025,2,320,抒情,762000,25600,20230701860,武汉,女,26-30,普通会员,2025-04-20,2025-12-23 22:15:10,手机端（Android）,103,223,0,0,0,好友推荐
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701207,重庆,未知,18-22,普通会员,2025-09-04,2025-12-03 13:21:48,手机端（Android）,148,208,0,1,0,主动搜索
900005,恋人,李荣浩,恋人专辑,流行,录音室版,中文,李荣浩,李荣浩,2025,2,320,抒情,762000,25600,20230701316,杭州,女,26-30,普通会员,2025-02-26,2025-12-14 21:41:38,手机端（Android）,232,254,0,1,1,好友推荐
900102,间距 (摇滚版),进一,间距EP,摇滚,录音室版,中文,进一,进一,2025,1,320,青春,289000,9500,20230701357,武汉,女,26-30,普通会员,2024-12-15,2025-12-09 07:43:35,手机端（Android）,211,214,0,0,0,主动搜索
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701886,重庆,女,23-25,普通会员,2025-03-28,2025-12-22 12:54:56,手机端（iOS）,257,258,0,0,0,好友推荐
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701741,成都,女,23-25,白银会员,2025-04-13,2025-12-15 13:44:49,手机端（Android）,187,265,0,0,1,主动搜索
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701455,广州,男,23-25,普通会员,2025-09-21,2025-12-12 20:08:00,手机端（iOS）,169,205,0,0,0,系统推送
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701440,西安,女,18-22,普通会员,2025-08-01,2025-12-11 20:28:56,手机端（iOS）,121,280,0,1,0,歌单播放
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701781,重庆,男,18-22,普通会员,2025-08-10,2025-12-07 08:25:31,手机端（Android）,229,247,0,0,0,歌单播放
900003,恒星不忘 Forever Forever,周杰伦/言承旭/吴建豪/周渝民/五月天 阿信,恒星不忘EP,流行,录音室版,中文,方文山,周杰伦,2025,1,480,怀旧,1560000,62350,20230701166,重庆,女,23-25,普通会员,2025-03-26,2025-12-22 21:34:19,手机端（Android）,147,280,0,1,0,系统推送
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701830,上海,男,23-25,普通会员,2025-06-18,2025-12-03 20:25:59,手机端（Android）,225,246,0,0,1,系统推送
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701638,上海,男,18-22,普通会员,2025-09-26,2025-12-20 08:00:08,手机端（iOS）,107,259,0,1,1,系统推送
900101,走过咖啡屋 (摇滚版),轻烟大叔,摇滚翻唱集,摇滚,改编版,中文,庄奴,古月,2025,3,320,热血,325000,12800,20230701196,西安,男,30+,普通会员,2025-01-06,2025-12-12 08:57:52,PC端,116,187,0,1,0,好友推荐
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701641,广州,男,18-22,普通会员,2025-04-26,2025-12-05 08:43:18,手机端（iOS）,181,189,0,0,0,好友推荐
900005,恋人,李荣浩,恋人专辑,流行,录音室版,中文,李荣浩,李荣浩,2025,2,320,抒情,762000,25600,20230701400,成都,男,23-25,普通会员,2025-04-21,2025-12-04 07:33:26,手机端（Android）,144,236,0,0,0,好友推荐
900201,八方来财,广东烂仔Zaage炸鸡/广东说唱王,八方来财EP,说唱,录音室版,粤语,Zaage炸鸡,Zaage炸鸡,2025,1,320,喜庆,456000,18900,20230701695,深圳,男,23-25,普通会员,2025-09-14,2025-12-23 11:07:08,手机端（iOS）,139,244,0,0,0,歌单播放
900302,Lost in how you shine,黄子弘凡,骄阳似我影视原声带,电子,录音室版,中文,占逸君,胡小鸥,2025,1,320,治愈,368000,14200,20230701799,南京,女,18-22,普通会员,2025-08-21,2025-12-15 20:28:16,PC端,98,194,0,1,0,好友推荐
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701781,成都,女,23-25,普通会员,2025-09-29,2025-12-09 08:46:44,手机端（iOS）,108,209,0,0,0,主动搜索
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701386,杭州,女,23-25,普通会员,2025-08-21,2025-12-05 08:35:07,手机端（iOS）,227,267,0,1,0,歌单播放
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701225,重庆,女,23-25,普通会员,2025-09-05,2025-12-17 20:59:15,手机端（Android）,126,221,0,0,0,系统推送
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701996,南京,男,18-22,普通会员,2025-07-25,2025-12-13 21:23:06,手机端（iOS）,155,271,0,1,0,好友推荐
900202,Wack Jumper (Freestyle),Drakeo The Ruler/Rio Da Yung OG,Wack Jumper EP,说唱,录音室版,英文,Drakeo The Ruler,Rio Da Yung OG,2025,1,320,硬核,389000,15600,20230701557,重庆,女,23-25,普通会员,2025-08-09,2025-12-21 07:13:42,手机端（iOS）,167,193,0,0,0,主动搜索
900301,阿米嘎蒂朵喵喵,匿名音乐人,阿米嘎蒂朵喵喵EP,电子,改编版,西班牙语,秘鲁童谣改编,电子制作人A,2025,1,192,魔性,523000,21800,20230701600,上海,女,26-30,白银会员,2025-08-08,2025-12-11 14:26:33,手机端（iOS）,123,208,0,0,0,主动搜索
900002,明知山,戴佩妮/GAI周延,明知山EP,流行,录音室版,中文,戴佩妮,戴佩妮,2025,1,320,励志,986000,35680,20230701647,南京,男,18-22,白银会员,2025-08-18,2025-12-14 07:51:21,手机端（iOS）,119,196,0,0,0,系统推送
900004,街角的晚风,陈小春,街角的晚风EP,流行,录音室版,中文,陈曦,董冬冬,2025,1,320,复古,875000,29800,20230701657,成都,男,30+,普通会员,2025-08-09,2025-12-12 08:00:06,手机端（Android）,177,215,0,0,1,主动搜索
900001,冬日来信 (Winter Love Letter),时代少年团,冬日来信EP,流行,录音室版,中文,张张,刘炫豆,2025,1,320,治愈,1258000,48920,20230701519,广州,男,18-22,普通会员,2025-03-20,2025-12-14 09:32:40,手机端（iOS）,195,265,0,0,0,系统推送
